Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A776559,Micky,07/26/2018 11:22:00 AM,07/26/2018 11:22:00 AM,09/15/2017,Return to Owner,,Dog,Neutered Male,10 months,American Pit Bull Terrier Mix,Black/White
A808786,Coco,11/14/2019 01:29:00 PM,11/14/2019 01:29:00 PM,01/14/2019,Return to Owner,,Dog,Intact Female,9 months,Pit Bull/Black Mouth Cur,Brown Brindle
A820314,,09/17/2020 01:50:00 PM,09/17/2020 01:50:00 PM,06/17/2020,Adoption,Foster,Dog,Spayed Female,3 months,Bull Terrier Miniature,White
A706074,,06/25/2015 09:00:00 AM,06/25/2015 09:00:00 AM,08/24/2014,Transfer,SCRP,Cat,Unknown,10 months,Domestic Shorthair Mix,Black
A707083,*Libby,07/17/2015 02:27:00 PM,07/17/2015 02:27:00 PM,05/07/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Tortie
A737943,*Josie,11/10/2016 03:35:00 PM,11/10/2016 03:35:00 PM,08/07/2016,Transfer,Partner,Dog,Intact Female,3 months,German Shepherd Mix,Tricolor
A741666,Dakota,01/09/2017 05:54:00 PM,01/09/2017 05:54:00 PM,10/21/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A790882,Lila,03/30/2019 04:30:00 PM,03/30/2019 04:30:00 PM,01/18/2019,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd,Tan/White
A711704,,09/12/2015 06:58:00 PM,09/12/2015 06:58:00 PM,07/24/2015,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A787850,Niki,08/10/2019 05:23:00 PM,08/10/2019 05:23:00 PM,01/21/2016,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,Black/White
A737138,Marvel,10/23/2016 05:55:00 PM,10/23/2016 05:55:00 PM,01/27/2015,Return to Owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black
A672453,,02/16/2014 07:38:00 PM,02/16/2014 07:38:00 PM,04/10/2013,Adoption,Offsite,Cat,Neutered Male,10 months,Domestic Medium Hair Mix,Cream Tabby
A676872,Whiskers,04/20/2014 06:18:00 PM,04/20/2014 06:18:00 PM,02/16/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A818918,,06/24/2020 12:40:00 PM,06/24/2020 12:40:00 PM,04/26/2020,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Calico
A752067,*Molly,07/29/2017 01:17:00 PM,07/29/2017 01:17:00 PM,05/10/2017,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A704687,Lucy,06/11/2015 05:34:00 PM,06/11/2015 05:34:00 PM,04/08/2015,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/Black
A686695,,08/26/2014 09:00:00 AM,08/26/2014 09:00:00 AM,04/25/2014,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A751820,Tootsie,06/18/2017 02:04:00 PM,06/18/2017 02:04:00 PM,06/13/2012,Adoption,,Cat,Spayed Female,5 years,Persian Mix,Black
A760889,*Forley,12/17/2017 04:49:00 PM,12/17/2017 04:49:00 PM,10/25/2015,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,White/Brown
A820174,,07/18/2020 12:36:00 PM,07/18/2020 12:36:00 PM,06/08/2020,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby
A682623,Izabella,07/13/2014 07:10:00 PM,07/13/2014 07:10:00 PM,06/30/2013,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White
A807715,*Lola,10/30/2019 02:48:00 PM,10/30/2019 02:48:00 PM,09/23/2019,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Tortie
A788398,,02/06/2019 02:09:00 PM,02/06/2019 02:09:00 PM,02/01/2014,Transfer,Partner,Dog,Intact Male,5 years,Irish Wolfhound Mix,Black/White
A683518,,07/22/2014 04:02:00 PM,07/22/2014 04:02:00 PM,07/11/2006,Transfer,Partner,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Brown
A817907,Bailey,06/03/2020 04:05:00 PM,06/03/2020 04:05:00 PM,05/28/2018,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A774207,*Cleo,09/03/2018 12:00:00 AM,09/03/2018 12:00:00 AM,06/11/2017,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A805049,Hersey,10/26/2019 04:51:00 PM,10/26/2019 04:51:00 PM,05/21/2019,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Chocolate
A677321,Murphy,05/01/2014 01:34:00 PM,05/01/2014 01:34:00 PM,04/23/2006,Return to Owner,,Dog,Intact Male,8 years,Chow Chow/Labrador Retriever,Red
A793874,*Chester,06/28/2019 06:25:00 PM,06/28/2019 06:25:00 PM,05/01/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A820458,Boudreux,10/20/2015 02:25:00 PM,10/20/2015 02:25:00 PM,07/25/2014,Return to Owner,,Dog,Intact Male,1 year,Bullmastiff,Brown Brindle
A701175,,04/24/2015 06:52:00 PM,04/24/2015 06:52:00 PM,04/22/2015,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby/White
A680804,,06/08/2014 12:18:00 PM,06/08/2014 12:18:00 PM,06/08/2007,Euthanasia,Suffering,Cat,Intact Male,7 years,Domestic Shorthair Mix,Black/White
A691688,*Powder,12/04/2014 06:40:00 PM,12/04/2014 06:40:00 PM,11/08/2012,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White
A700928,,04/29/2015 02:00:00 PM,04/29/2015 02:00:00 PM,04/21/2006,Transfer,Partner,Dog,Intact Female,9 years,Chow Chow Mix,Red/Black
A764651,Bino,01/17/2018 01:18:00 PM,01/17/2018 01:18:00 PM,01/03/2016,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black
A705443,*Jasmine,06/25/2015 05:02:00 PM,06/25/2015 05:02:00 PM,06/17/2013,Adoption,,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Buff
A699651,Emma,03/31/2015 04:41:00 PM,03/31/2015 04:41:00 PM,03/31/2007,Return to Owner,,Dog,Spayed Female,8 years,Yorkshire Terrier Mix,Tan
A768331,*Fiona,04/17/2018 12:01:00 PM,04/17/2018 12:01:00 PM,05/17/2017,Transfer,Partner,Dog,Spayed Female,11 months,Pointer/Beagle,White/Tan
A724118,Heillo,04/16/2016 05:45:00 PM,04/16/2016 05:45:00 PM,02/01/2016,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Yellow/White
A750211,,05/30/2017 02:06:00 PM,05/30/2017 02:06:00 PM,05/24/2016,Adoption,,Bird,Intact Male,1 year,Peafowl Mix,Blue/Green
A711968,Parker,09/27/2015 01:17:00 PM,09/27/2015 01:17:00 PM,09/14/2014,Adoption,Offsite,Dog,Neutered Male,1 year,Brittany Mix,Brown/White
A794510,*Apricot,06/22/2019 01:39:00 PM,06/22/2019 01:39:00 PM,04/03/2019,Adoption,Foster,Cat,Neutered Male,2 months,American Shorthair Mix,Orange Tabby/White
A651686,Biscuit,02/28/2015 12:01:00 PM,02/28/2015 12:01:00 PM,04/14/2010,Adoption,Foster,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Brown Tabby/White
A777872,,08/05/2018 11:06:00 AM,08/05/2018 11:06:00 AM,08/04/2016,Died,Enroute,Other,Unknown,2 years,Bat,Brown
A785762,Mijo,12/14/2018 12:31:00 PM,12/14/2018 12:31:00 PM,12/09/2016,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tricolor
A815253,Manny,03/13/2020 05:00:00 PM,03/13/2020 05:00:00 PM,03/13/2008,Return to Owner,,Dog,Neutered Male,12 years,Pit Bull,Red
A742760,Charlie,02/04/2017 06:15:00 PM,02/04/2017 06:15:00 PM,01/27/2016,Adoption,,Dog,Neutered Male,1 year,Catahoula/Labrador Retriever,White/Tan
A744744,Bert,03/15/2017 11:42:00 AM,03/15/2017 11:42:00 AM,03/07/2013,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull,White/Brown
A752167,Pippen,07/01/2017 01:45:00 PM,07/01/2017 01:45:00 PM,06/19/2016,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A785405,,12/08/2018 04:15:00 PM,12/08/2018 04:15:00 PM,10/02/2018,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White
A688808,,09/29/2014 05:51:00 PM,09/29/2014 05:51:00 PM,08/17/2014,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A672955,Chanfle,03/09/2014 06:11:00 PM,03/09/2014 06:11:00 PM,02/18/2010,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair/Rat Terrier,Brown/Black
A777673,,08/05/2018 02:41:00 PM,08/05/2018 02:41:00 PM,08/01/2017,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Black/White
A769012,,04/01/2018 12:36:00 PM,04/01/2018 12:36:00 PM,03/29/2011,Adoption,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan
A716399,*Brett,12/23/2015 06:49:00 PM,12/23/2015 06:49:00 PM,10/05/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A804689,Rayado,09/25/2019 03:22:00 PM,09/25/2019 03:22:00 PM,09/17/2017,Transfer,Partner,Dog,Neutered Male,2 years,Akita Mix,White/Brown Brindle
A782077,*Mc Cartney,11/20/2018 03:38:00 PM,11/20/2018 03:38:00 PM,09/10/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Gray Tabby/White
A681988,*Mikey,06/27/2014 07:59:00 AM,06/27/2014 07:59:00 AM,06/21/2014,Died,In Foster,Dog,Intact Male,6 days,Chihuahua Shorthair Mix,Brown/Black
A710227,Sebastian,08/24/2015 06:23:00 PM,08/24/2015 06:23:00 PM,02/20/2003,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
A737013,*Kenny,10/24/2016 10:13:00 PM,10/24/2016 10:13:00 PM,05/21/2016,Adoption,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Tan/White
A697610,Rose,03/22/2015 06:28:00 PM,03/22/2015 06:28:00 PM,08/25/2011,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A737949,*Q.T.,11/12/2016 12:00:00 AM,11/12/2016 12:00:00 AM,08/27/2016,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A668773,Goldie,12/13/2013 05:24:00 PM,12/13/2013 05:24:00 PM,06/09/2013,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Tan/Black
A749035,Noxema,09/09/2017 01:06:00 PM,09/09/2017 01:06:00 PM,05/10/2015,Return to Owner,,Cat,Neutered Male,2 years,Siamese Mix,Flame Point
A705373,,06/16/2015 05:46:00 PM,06/16/2015 05:46:00 PM,05/25/2015,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A764657,Oreo,01/07/2018 04:12:00 PM,01/07/2018 04:12:00 PM,10/23/2017,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Black
A697478,,02/25/2015 09:00:00 AM,02/25/2015 09:00:00 AM,08/24/2013,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Cream Tabby
A785520,,12/04/2018 04:07:00 PM,12/04/2018 04:07:00 PM,12/04/2009,Transfer,Partner,Cat,Neutered Male,9 years,Domestic Shorthair Mix,White/Black
A685315,,08/05/2014 04:23:00 PM,08/05/2014 04:23:00 PM,07/14/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A702268,,05/12/2015 09:00:00 AM,05/12/2015 09:00:00 AM,05/11/2014,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A671540,*Mickey,02/04/2014 02:10:00 PM,02/04/2014 02:10:00 PM,10/26/2013,Transfer,Partner,Dog,Intact Male,3 months,Border Collie Mix,Black/White
A743583,Franklin,02/17/2017 12:48:00 PM,02/17/2017 12:48:00 PM,02/13/2014,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A639045,Fireball,02/06/2016 01:03:00 PM,02/06/2016 01:03:00 PM,10/08/2006,Return to Owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Brown/White
A748478,Bambo,05/03/2017 01:23:00 PM,05/03/2017 01:23:00 PM,11/03/2015,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Red
A749390,*Donny,06/17/2017 12:02:00 PM,06/17/2017 12:02:00 PM,04/07/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A693992,Lexi,12/30/2014 02:00:00 PM,12/30/2014 02:00:00 PM,06/18/2014,Transfer,Partner,Dog,Intact Female,6 months,Anatol Shepherd/German Shepherd,Tan/Black
A676928,*Mabel,06/15/2014 06:38:00 PM,06/15/2014 06:38:00 PM,03/17/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A290917,Sweet Pea,07/08/2014 02:46:00 PM,07/08/2014 02:46:00 PM,10/15/2002,Transfer,Partner,Cat,Spayed Female,11 years,Domestic Longhair Mix,Orange Tabby/White
A703237,,05/24/2015 12:24:00 PM,05/24/2015 12:24:00 PM,05/22/2013,Transfer,Partner,Dog,Neutered Male,2 years,Cairn Terrier Mix,White/Tan
A734713,*Francine,09/15/2016 05:20:00 PM,09/15/2016 05:20:00 PM,03/11/2016,Adoption,,Dog,Spayed Female,6 months,Australian Kelpie Mix,Black/White
A793034,,04/18/2019 05:59:00 PM,04/18/2019 05:59:00 PM,03/28/2019,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange
A804123,Bella,09/15/2019 01:42:00 PM,09/15/2019 01:42:00 PM,09/10/2016,Transfer,Partner,Dog,Spayed Female,3 years,Cocker Spaniel,Brown
A674383,Hoss,05/15/2014 06:37:00 PM,05/15/2014 06:37:00 PM,03/08/2014,Adoption,Foster,Dog,Neutered Male,2 months,Rat Terrier Mix,Black/White
A743141,*Lancelot,02/09/2017 08:45:00 AM,02/09/2017 08:45:00 AM,12/05/2016,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tan/Black
A801931,Duke,08/15/2019 12:36:00 PM,08/15/2019 12:36:00 PM,12/11/2018,Transfer,Partner,Dog,Neutered Male,8 months,Shih Tzu,Tan/White
A704981,,06/15/2015 02:34:00 PM,06/15/2015 02:34:00 PM,06/11/2012,Adoption,,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Blue Merle
A709242,,08/06/2015 02:31:00 PM,08/06/2015 02:31:00 PM,07/22/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie/White
A702370,*Beamer,02/10/2016 01:41:00 PM,02/10/2016 01:41:00 PM,05/12/2006,Adoption,Foster,Dog,Neutered Male,9 years,Rat Terrier Mix,White/Black
A770721,Bentley,05/09/2018 05:16:00 PM,05/09/2018 05:16:00 PM,03/15/2018,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever Mix,Sable
A528524,Javier,03/05/2016 11:57:00 AM,03/05/2016 11:57:00 AM,03/18/2008,Return to Owner,,Dog,Neutered Male,7 years,Beagle Mix,Red/White
A760547,Smokey,10/20/2017 04:01:00 PM,10/20/2017 04:01:00 PM,10/19/2015,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A757616,,09/04/2017 12:00:00 AM,09/04/2017 12:00:00 AM,08/20/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White
A741863,Baby,01/10/2017 07:11:00 PM,01/10/2017 07:11:00 PM,01/10/2016,Return to Owner,,Dog,Intact Female,1 year,Beagle/Australian Cattle Dog,Tan/White
A741900,Dharius,04/24/2019 11:20:00 AM,04/24/2019 11:20:00 AM,01/11/2016,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A698475,*Gigi,05/23/2015 06:50:00 PM,05/23/2015 06:50:00 PM,03/12/2010,Adoption,,Dog,Spayed Female,5 years,American Staffordshire Terrier Mix,Brown/White
A785487,Alonso,01/26/2019 04:37:00 PM,01/26/2019 04:37:00 PM,12/03/2016,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A771967,Lucky,05/17/2018 05:38:00 PM,05/17/2018 05:38:00 PM,06/16/2017,Rto-Adopt,,Dog,Neutered Male,11 months,Staffordshire Mix,Blue/White
A752447,*Leeza,07/02/2017 01:23:00 PM,07/02/2017 01:23:00 PM,04/22/2017,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A775285,,07/02/2018 06:55:00 PM,07/02/2018 06:55:00 PM,04/16/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A789695,Daisy,02/27/2019 12:14:00 PM,02/27/2019 12:14:00 PM,04/10/2016,Adoption,,Dog,Intact Female,2 years,Staffordshire Mix,Blue/White
A720223,*Lucinda,02/09/2016 05:17:00 PM,02/09/2016 05:17:00 PM,02/05/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Seal Point/White
A735067,*Cyndi,09/23/2016 06:22:00 PM,09/23/2016 06:22:00 PM,01/19/2016,Adoption,,Dog,Spayed Female,8 months,Anatol Shepherd Mix,Tan/White
A749720,Arty,09/07/2018 05:52:00 PM,09/07/2018 05:52:00 PM,05/18/2016,Return to Owner,,Dog,Neutered Male,2 years,Border Collie Mix,White/Brown
A746126,,04/03/2017 06:53:00 PM,04/03/2017 06:53:00 PM,12/29/2016,Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair/Dachshund,Buff/White
A673088,Cotton,04/12/2014 12:36:00 PM,04/12/2014 12:36:00 PM,02/28/2011,Adoption,Foster,Dog,Neutered Male,3 years,Maltese,White
A687827,*Pretzel,09/14/2014 02:57:00 PM,09/14/2014 02:57:00 PM,04/10/2014,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,Black/White
A688767,*Tiny Tim,10/02/2014 11:35:00 AM,10/02/2014 11:35:00 AM,08/23/2014,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A791482,,03/26/2019 01:47:00 PM,03/26/2019 01:47:00 PM,03/12/2019,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
A738703,Trey,06/24/2017 06:43:00 PM,06/24/2017 06:43:00 PM,05/19/2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A794938,*Dora,07/21/2019 03:44:00 PM,07/21/2019 03:44:00 PM,04/29/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A666524,,11/09/2013 06:27:00 PM,11/09/2013 06:27:00 PM,11/02/2011,Adoption,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Black/Tan
A696608,Brownie,07/11/2015 01:58:00 PM,07/11/2015 01:58:00 PM,11/16/2014,Transfer,Partner,Dog,Neutered Male,7 months,Labrador Retriever,Chocolate
A803238,Mapuche,09/10/2019 12:24:00 PM,09/10/2019 12:24:00 PM,10/29/2018,Transfer,Partner,Dog,Intact Male,10 months,German Shorthair Pointer,Black/White
A762397,Pepperoni,11/21/2017 02:51:00 PM,11/21/2017 02:51:00 PM,05/19/2016,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A813881,*Iris,03/10/2020 02:19:00 PM,03/10/2020 02:19:00 PM,02/20/2009,Transfer,Partner,Cat,Spayed Female,11 years,Domestic Shorthair,Blue
A729882,,09/30/2016 12:00:00 PM,09/30/2016 12:00:00 PM,05/03/2016,Adoption,Foster,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A752220,Jack,10/10/2017 04:18:00 PM,10/10/2017 04:18:00 PM,04/23/2017,Adoption,,Dog,Neutered Male,5 months,Black Mouth Cur Mix,Brown
A721543,*Cuddles,03/07/2016 02:22:00 PM,03/07/2016 02:22:00 PM,03/01/2015,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor
A734615,*Happy,09/22/2016 05:43:00 PM,09/22/2016 05:43:00 PM,09/09/2014,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A750628,,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,05/07/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A756363,Cutie Pie,11/03/2017 06:54:00 PM,11/03/2017 06:54:00 PM,08/18/2009,Adoption,,Cat,Neutered Male,8 years,Domestic Longhair Mix,Orange Tabby
A750311,Yoda,05/29/2017 05:29:00 PM,05/29/2017 05:29:00 PM,05/25/2016,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A750371,*Smokey,07/01/2017 05:54:00 PM,07/01/2017 05:54:00 PM,04/26/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A786865,Blanche,05/14/2019 11:04:00 AM,05/14/2019 11:04:00 AM,01/03/2011,Adoption,Foster,Dog,Spayed Female,8 years,Chihuahua Shorthair,Tan
A806423,,10/15/2019 02:16:00 PM,10/15/2019 02:16:00 PM,10/10/2018,Transfer,Partner,Dog,Intact Male,1 year,Scottish Terrier/Chihuahua Shorthair,Black/White
A738373,*Monroe,12/04/2016 02:33:00 PM,12/04/2016 02:33:00 PM,12/13/2015,Adoption,,Dog,Spayed Female,11 months,Australian Cattle Dog Mix,White/Brown
A824461,,10/18/2020 12:43:00 PM,10/18/2020 12:43:00 PM,12/15/2019,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,White/Brown Tabby
A672636,,02/13/2014 07:31:00 PM,02/13/2014 07:31:00 PM,01/13/2014,Euthanasia,,Other,Unknown,4 weeks,Raccoon,Brown/Black
A682160,,06/25/2014 11:04:00 AM,06/25/2014 11:04:00 AM,06/04/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Calico
A791849,*April,04/07/2019 05:25:00 PM,04/07/2019 05:25:00 PM,05/01/2018,Adoption,,Dog,Spayed Female,11 months,Labrador Retriever/Australian Cattle Dog,Red Tick/White
A696093,,01/30/2015 09:00:00 AM,01/30/2015 09:00:00 AM,08/29/2014,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Cream Tabby/White
A748062,*Latka,06/23/2017 05:10:00 PM,06/23/2017 05:10:00 PM,04/28/2013,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A791602,,04/02/2019 06:36:00 AM,04/02/2019 06:36:00 AM,03/26/2019,Died,In Foster,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White
A676555,,04/11/2014 03:59:00 PM,04/11/2014 03:59:00 PM,04/11/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A691975,Chula,11/17/2014 06:50:00 PM,11/17/2014 06:50:00 PM,11/16/2009,Return to Owner,,Dog,Spayed Female,5 years,American Bulldog Mix,White
A684953,Brutus,08/03/2014 06:34:00 PM,08/03/2014 06:34:00 PM,09/30/2013,Adoption,,Dog,Neutered Male,10 months,Great Pyrenees Mix,Tricolor
A761135,Bethie,10/30/2017 12:28:00 PM,10/30/2017 12:28:00 PM,10/30/2009,Return to Owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black
A697779,Kaya,06/08/2015 04:52:00 PM,06/08/2015 04:52:00 PM,02/28/2007,Transfer,Partner,Dog,Intact Female,8 years,Toy Poodle,Apricot
A774976,Churro,08/22/2018 06:21:00 PM,08/22/2018 06:21:00 PM,06/22/2016,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A738561,Beast,08/27/2019 03:47:00 PM,08/27/2019 03:47:00 PM,11/18/2013,Return to Owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Blue/White
A753893,Chato,09/10/2017 12:00:00 AM,09/10/2017 12:00:00 AM,07/12/2016,Transfer,Partner,Dog,Intact Male,1 year,American Bulldog Mix,White/Brown
A798937,,07/07/2019 05:36:00 PM,07/07/2019 05:36:00 PM,07/02/2018,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A677589,,04/26/2014 05:04:00 PM,04/26/2014 05:04:00 PM,04/19/2014,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A726611,Domino,02/21/2017 06:32:00 PM,02/21/2017 06:32:00 PM,05/12/2015,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,White/Black
A678665,,08/01/2014 02:22:00 PM,08/01/2014 02:22:00 PM,05/05/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A766784,*Opie,02/23/2018 05:27:00 PM,02/23/2018 05:27:00 PM,02/16/2016,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Blue/White
A673441,Chuy,02/25/2014 04:22:00 PM,02/25/2014 04:22:00 PM,02/24/2009,Return to Owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Blue/White
A777051,Link,08/04/2018 01:04:00 PM,08/04/2018 01:04:00 PM,10/01/2017,Adoption,,Cat,Neutered Male,10 months,Siamese Mix,Lynx Point
A688423,Paddy,02/19/2018 11:11:00 AM,02/19/2018 11:11:00 AM,09/19/2013,Return to Owner,,Dog,Neutered Male,4 years,Border Collie Mix,White/Black
A819703,Fairy,07/04/2020 05:00:00 PM,07/04/2020 05:00:00 PM,02/05/2017,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull,Brown/White
A709034,Mocha,08/04/2015 12:24:00 PM,08/04/2015 12:24:00 PM,08/04/2012,Return to Owner,,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Brown/Black
A774369,,06/17/2018 07:00:00 PM,06/17/2018 07:00:00 PM,06/14/2013,Transfer,Snr,Cat,Intact Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A698924,Kit Cat,04/06/2015 02:05:00 PM,04/06/2015 02:05:00 PM,03/19/2014,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A801652,*Tabitha,08/19/2019 05:49:00 PM,08/19/2019 05:49:00 PM,08/07/2018,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A731461,Snow,07/27/2016 05:24:00 PM,07/27/2016 05:24:00 PM,04/22/2016,Adoption,,Dog,Neutered Male,3 months,Great Pyrenees Mix,White
A795706,*Skittles,12/28/2019 05:00:00 PM,12/28/2019 05:00:00 PM,11/23/2018,Adoption,,Dog,Spayed Female,1 year,Pointer Mix,White/Brown
A631379,Moon Pie,01/04/2015 12:39:00 PM,01/04/2015 12:39:00 PM,05/24/2012,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby/White
A666168,*Kiwi,12/20/2013 01:13:00 PM,12/20/2013 01:13:00 PM,05/28/2013,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby/White
A786126,*Landon,02/16/2019 05:44:00 PM,02/16/2019 05:44:00 PM,12/17/2017,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
